school_id,grade,class,student_id,sex,nationality,grade_math_t1,grade_language_t1,grade_science_t1,grade_math_t2,grade_language_t2,grade_science_t2,treatment,date_of_birth
57,6,A,4js7l@cunb.edu,1,1,8.77558471522848,8.2917536215819,9.31595726199071,7.60880722237675,7.12497612873017,8.14917976913898,1,1997-02-11
57,6,B,cmv1s@cunb.edu,1,2,6.96318958574936,7.60745609100938,6.31235681256309,7.36866261005091,8.01292911531093,6.71782983686464,0,1997-07-21
57,6,B,63cbt@cunb.edu,1,2,8.75872970253081,7.01846735572294,8.75097007790432,8.80623202274032,7.06596967593246,8.79847239811384,0,1996-12-15
57,6,B,gca3x@cunb.edu,1,1,9.15026022882275,9.43288909147568,8.12748529126011,9.52339373854296,9.80602260119588,8.50061880098031,0,1997-07-05
57,6,B,olpay@cunb.edu,1,1,8.99707879595251,9.02120046181397,8.76598447983877,9.19559393703749,9.21971560289895,8.96449962092375,0,1997-04-22
57,6,B,cbauu@cunb.edu,1,1,6.36351010005183,7.69590480660281,7.05002762831009,5.68560374742809,7.01799845397908,6.37212127568636,0,1997-02-18
57,6,B,cz4y8@cunb.edu,1,1,5.10340021105351,5.28275532295795,5.49890697162466,5.51425898310199,5.69361409500643,5.90976574367314,0,1997-08-18
57,6,B,lewqi@cunb.edu,2,1,6.99169134400046,7.87292154184735,5.95762085267535,7.26258493972322,8.14381513757011,6.22851444839811,0,1996-10-30
57,6,B,ejzfm@cunb.edu,1,1,8.20457795753937,7.64812496749547,7.59232534959775,7.97914804009374,7.42269505004983,7.36689543215211,0,1997-08-22
57,6,B,adgka@cunb.edu,1,2,5.97298667812286,6.10342799499197,5.03128329338072,5.73571494536309,5.8661562622322,4.79401156062095,0,1996-12-06
57,6,B,ffhmz@cunb.edu,2,1,7.83085428052372,6.77557232430927,7.22246060813568,6.76434306078985,5.70906110457539,6.1559493884018,0,1997-01-07
57,6,C,ealcb@cunb.edu,1,2,7.38623561395119,7.30834989912595,7.04068365378092,9.56631525089852,9.48842953607328,9.22076329072825,1,1997-05-03
57,6,C,tyd4v@cunb.edu,1,1,5.61309733834742,4.96043674868225,6.38624101445704,5.38744921639068,4.73478862672551,6.16059289250029,1,1996-11-02
57,6,C,mzlrh@cunb.edu,1,1,5.79466439114029,6.05016023135821,7.15589550771827,9.17125241489918,9.4267482551171,10.0,1,1997-06-19
57,6,C,gvqzf@cunb.edu,1,1,4.61790486839632,4.99484637980381,4.42017116439561,4.4897302520459,4.86667176345339,4.29199654804519,1,1997-03-07
57,6,C,dhqdi@cunb.edu,1,1,4.4454240333714,4.17164224437033,4.3824508865789,5.40575980675286,5.13197801775178,5.34278665996036,1,1997-04-28
57,6,C,0eiwm@cunb.edu,1,1,9.73725183937416,10.0,8.92751664180026,10.0,10.0,9.1947394838136,1,1997-03-25
57,6,C,hexot@cunb.edu,1,1,8.06741386373968,7.63282930107296,6.7790352064322,7.81670791163958,7.38212334897286,6.5283292543321,1,1996-12-09
57,6,C,sxbnd@cunb.edu,1,2,8.8442675574405,8.35171462601999,9.17140061973612,9.71258153063169,9.22002859921118,10.0,1,1996-11-05
57,6,C,h1ztx@cunb.edu,1,2,6.90492755013319,5.47131582840146,6.54001504021497,8.67440093346024,7.24078921172852,8.30948842354203,1,1996-12-26
57,6,C,wbcfx@cunb.edu,1,2,6.94061549152249,6.49430667008274,6.53580430014991,10.0,9.66428026520886,9.70577789527603,1,1996-10-24
57,6,C,upea8@cunb.edu,1,2,7.72815428463742,6.86238560801372,6.51668969471008,7.87187078759666,7.00610211097296,6.66040619766932,1,1997-06-04
57,6,C,xhff1@cunb.edu,2,1,6.18957514002118,6.02789082157556,6.97783455404583,6.29489368106776,6.13320936262213,7.08315309509241,1,1996-11-24
57,6,C,v9l3z@cunb.edu,1,1,6.83405051830368,6.54261078902664,6.12788386487546,8.45608688896224,8.1646471596852,7.74992023553401,1,1997-03-01
57,6,C,hxddv@cunb.edu,1,1,8.47860051245043,9.39789667558471,9.2204030949677,9.31032918844866,10.0,10.0,1,1997-08-14
57,6,C,kidc8@cunb.edu,1,1,6.29782358105868,7.06370699233949,7.80419745497047,6.69366923191874,7.45955264319955,8.20004310583054,1,1996-09-02
57,6,C,zawhc@cunb.edu,1,1,8.50741756832435,8.97232448108702,9.30372958196535,9.87229190185882,10.0,10.0,1,1997-05-11
57,6,D,mcg7z@cunb.edu,1,2,2.32679819448704,1.74018218641022,2.24966770822966,5.53762144502753,4.95100543695072,5.46049095877016,1,1997-04-22
57,6,D,jz0yt@cunb.edu,1,1,3.87922266003041,5.68503796559124,5.01291981589346,2.82359895586859,4.62941426142942,3.95729611173163,1,1996-12-18
57,6,D,7ngor@cunb.edu,1,1,5.17138277042574,6.3189848861835,5.7448705965831,5.47896235922366,6.62656447498142,6.05245018538102,1,1997-08-29
57,6,D,smmvj@cunb.edu,1,1,6.64931068198314,7.2103411643908,7.81593988650969,7.42099684880633,7.98202733121399,8.58762605333288,1,1996-12-01
57,6,D,1uumv@cunb.edu,1,1,6.15181647647408,6.24263380548222,6.42848471772162,6.2105463575345,6.30136368654263,6.48721459878203,1,1997-08-30
57,6,D,0qwhq@cunb.edu,1,1,3.19498031324238,4.06870412471235,4.78496766526715,4.41913562569119,5.29285943716117,6.00912297771596,1,1997-04-27
57,6,D,ii2gl@cunb.edu,1,2,7.46690852327357,8.31342792457054,7.65507831044579,10.0,10.0,10.0,1,1996-12-01
57,6,D,smlfd@cunb.edu,1,1,5.00074254374524,5.13481828363185,5.07978759591972,4.46723466629383,4.60131040618045,4.54627971846831,1,1997-06-14
57,6,D,hwimf@cunb.edu,1,1,6.33972093872099,7.54504871730997,6.68935315161316,6.0252947645914,7.23062254318038,6.37492697748358,1,1997-06-06
57,6,D,vvkfk@cunb.edu,1,1,8.70233819290371,8.25355019775526,8.48520130879552,9.71213814616356,9.26335015101511,9.49500126205538,1,1996-09-13
57,6,D,u4dmb@cunb.edu,1,2,4.32835820666556,3.49366988032167,4.50376022676979,5.23918320144647,4.40449487510257,5.4145852215507,1,1997-04-21
57,6,D,ioq6e@cunb.edu,1,1,6.32758761488167,6.09026275167507,6.33548894861979,5.13034006060832,4.89301519740173,5.13824139434644,1,1997-03-01
57,7,A,tndac@cunb.edu,1,2,3.99901086174229,4.08181296278068,3.86665699154416,4.97981018277821,5.06261228381661,4.84745631258008,1,1995-10-30
57,7,A,mfxhy@cunb.edu,1,1,5.79426540743475,5.58284703671847,7.15955339029346,7.38484863712115,7.17343026640487,8.75013661997987,1,1996-01-07
57,7,A,0kwej@cunb.edu,1,2,7.60013561477529,7.65752942222747,6.70322427587228,9.34570105604653,9.4030948634987,8.44878971714352,1,1995-11-16
57,7,A,wlkvh@cunb.edu,2,1,4.6063360249213,4.65304003223396,5.11564135444901,5.90660294159441,5.95330694890707,6.41590827112212,1,1996-08-03
57,7,A,ozkyc@cunb.edu,1,1,8.57758988458562,9.49550420995701,9.08715531993556,8.9543950674102,9.87230939278158,9.46396050276014,1,1996-03-28
57,7,A,i53z0@cunb.edu,2,1,6.4317346597138,7.66793884896219,6.06839925377175,7.63995239186315,8.87615658111154,7.2766169859211,1,1996-02-03
57,7,A,7yobi@cunb.edu,1,1,5.28481705805755,5.64845900696239,5.06509313026911,5.78299429230131,6.14663624120615,5.56327036451287,1,1996-02-18
57,7,A,csszn@cunb.edu,1,2,6.4455807866028,7.90999123179004,6.32600569077417,6.00054059874496,7.4649510439322,5.88096550291634,1,1995-10-02
57,7,A,goo4f@cunb.edu,1,1,6.74408346164592,6.37144119089089,5.08208260342099,7.18029425243692,6.80765198168189,5.51829339421199,1,1996-05-06
57,7,A,81pas@cunb.edu,1,1,5.03652262193174,3.7658308317794,3.99934787600325,5.96974152111152,4.69904973095918,4.93256677518303,1,1996-01-14
57,7,B,glwys@cunb.edu,2,1,8.31287751384237,6.75673655411386,7.99570857677766,7.54820638887639,5.99206542914788,7.23103745181169,0,1996-05-26
57,7,B,iom4v@cunb.edu,1,2,6.42706848043556,5.52360975710283,5.47363031902889,7.66016627481266,6.75670755147992,6.70672811340599,0,1995-09-08
57,7,B,rgq5m@cunb.edu,2,1,6.31386682831333,6.59212232448743,6.76156693857745,4.97520786415959,5.25346336033369,5.42290797442371,0,1996-01-28
57,7,B,9jxyu@cunb.edu,1,1,5.6839673141049,7.21230444396229,5.61336187403963,6.09043137865574,7.61876850851313,6.01982593859047,0,1996-02-04
57,7,B,awdlh@cunb.edu,1,1,7.61238572825965,8.91415137970176,8.62423579148304,8.34829124078639,9.6500568922285,9.36014130400978,0,1995-10-11
57,7,B,hkv3x@cunb.edu,2,2,4.26206647095624,4.25140274365786,5.25565418557618,3.02717252116648,3.0165087938681,4.02076023578641,0,1996-03-13
57,7,B,k6ahx@cunb.edu,1,1,4.44415701236868,5.54682121668303,5.12861243831286,2.58602870353068,3.68869290784504,3.27048412947486,0,1996-05-19
57,7,B,slrdb@cunb.edu,1,1,6.92055358357314,7.50552252532501,6.85167173241783,7.74251672361379,8.32748566536566,7.67363487245848,0,1996-08-29
57,7,B,zcoww@cunb.edu,2,2,5.57936015662745,5.81023304195151,5.10903649342255,6.66836970974843,6.89924259507249,6.19804604654352,0,1996-04-29
57,7,B,wph83@cunb.edu,1,1,4.73976746530475,4.90636887823434,4.21636825523542,4.37214689306918,4.53874830599878,3.84874768299985,0,1996-03-20
57,7,B,zlbcy@cunb.edu,1,2,7.57012565525527,7.46112172490264,8.32150772631446,8.73787939939729,8.62887546904466,9.48926147045649,0,1996-04-23
57,7,B,gaqrq@cunb.edu,2,1,5.34846692160109,6.90128299128601,5.65856018150562,3.71176504541713,5.26458111510205,4.02185830532166,0,1996-01-31
57,7,B,tvj9f@cunb.edu,1,1,5.43746763199039,5.38805186945416,3.64746250641935,6.00886297560629,5.95944721307006,4.21885785003524,0,1995-09-07
57,7,C,nf9bi@cunb.edu,2,1,7.6006184118972,7.76039452489324,7.97373482456289,8.04939444915449,8.20917056215053,8.42251086182018,0,1996-03-13
57,7,C,q9by8@cunb.edu,2,2,6.54223972008628,6.28745513557521,5.50689215966565,5.83814204299577,5.5833574584847,4.80279448257514,0,1995-12-19
57,7,C,yrnfq@cunb.edu,1,2,7.14605237038309,7.54201699055234,8.84055843630308,7.36682884350861,7.76279346367786,9.06133490942861,0,1996-01-25
57,7,C,mxxv7@cunb.edu,1,1,4.54900072199592,6.24848210077101,4.42587886342147,5.38700494259486,7.08648632136995,5.26388308402041,0,1995-11-03
57,7,C,ysvls@cunb.edu,1,1,9.60452733890316,8.3884941032452,9.06380172821856,10.0,9.936315904143,10.0,0,1996-07-29
57,7,C,qmybn@cunb.edu,1,2,2.51536093433089,3.15086139333136,3.29202473363541,2.70716688375768,3.34266734275815,3.48383068306219,0,1996-07-17
57,7,C,cnbcv@cunb.edu,1,2,4.41918497484332,5.4553889888168,5.25590895207754,4.3594346656804,5.39563867965388,5.19615864291462,0,1996-01-22
57,7,C,6uoop@cunb.edu,1,1,6.536460064634,5.31235338822311,6.9011960963749,5.11789357257292,3.89378689616204,5.48262960431383,0,1996-06-29
57,7,C,nwyst@cunb.edu,1,1,8.24540606492756,7.72233109481258,7.37756226051224,8.94777773257452,8.42470276245955,8.07993392815921,0,1995-11-16
57,7,C,odfzn@cunb.edu,1,1,5.15406094853804,6.25531994075553,5.32635579201431,3.81423846815792,4.9154974603754,3.98653331163419,0,1996-07-16
57,7,C,8cjlc@cunb.edu,1,1,7.86920975386586,7.29146810439836,6.6333052195185,7.83159946287014,7.25385781340264,6.59569492852278,0,1995-10-25
57,7,C,7pojk@cunb.edu,1,1,9.2673521522058,8.13098437437767,8.0065772515347,10.0,9.51214909456961,9.38774197172665,0,1996-02-26
57,7,D,g5hdy@cunb.edu,1,1,6.18530161609778,4.63555550599375,5.47528417805114,8.9880127979759,7.43826668787187,8.27799535992926,1,1996-07-02
57,7,D,pa9yf@cunb.edu,1,1,9.34709108859403,9.20739865960656,8.7184614581625,9.56258987159398,9.42289744260651,8.93396024116245,1,1996-03-21
57,7,D,aeyue@cunb.edu,1,1,4.40691746396706,4.48853501489148,4.60054725313321,3.7591521243862,3.84076967531062,3.95278191355235,1,1995-09-24
57,7,D,dcfoy@cunb.edu,1,2,3.45605573622884,3.59776033839585,4.33050431317093,4.38823557753016,4.52994017969717,5.26268415447224,1,1996-07-01
57,7,D,tq5bf@cunb.edu,2,1,5.91665293716961,6.1331366489003,4.84495178212547,6.00064268704464,6.21712639877533,4.92894153200051,1,1995-12-15
57,7,D,qs1uo@cunb.edu,1,1,6.22800715994054,6.48623744193429,8.03793493034282,7.78220428804685,8.0404345700406,9.59213205844913,1,1996-02-14
57,7,D,wpxis@cunb.edu,2,1,7.45863516475796,6.15213181810245,6.56638889420569,9.91536942498795,8.60886607833243,9.02312315443567,1,1996-05-12
57,7,D,q2cfd@cunb.edu,1,1,5.49275298638549,6.74379035214242,6.16471881781053,99999.0,6.83882948826574,6.25975795393386,1,1996-01-03
57,7,D,tqgis@cunb.edu,1,1,10.0,8.99543858884033,8.50514395587277,10.0,10.0,9.75999993675352,1,1995-09-04
57,7,D,yxmok@cunb.edu,2,1,6.17889711249163,5.42423084413177,6.02799832064202,6.24752062539015,5.49285435703028,6.09662183354054,1,1996-04-30
57,8,A,dmv6n@cunb.edu,2,1,4.3816306947365,4.92314433423873,5.65033055307414,4.54473124721592,5.08624488671815,5.81343110555356,0,1995-06-28
57,8,A,6gola@cunb.edu,2,1,4.95996403790583,5.54140690624286,5.81561923076902,4.20813096285947,4.7895738311965,5.06378615572266,0,1995-04-01
57,8,A,k8gox@cunb.edu,2,2,8.6887576323943,7.80241473810839,7.19690252561213,8.31080004338683,7.42445714910092,6.81894493660467,0,1995-05-24
57,8,A,dskjb@cunb.edu,2,1,5.96542237769593,6.2250825695299,4.96428844216992,5.60312150628901,5.86278169812298,4.60198757076299,0,1995-01-22
57,8,A,1krmv@cunb.edu,2,1,5.48810654701061,6.16654204166821,5.12670385985962,4.64992203931233,5.32835753396993,4.28851935216134,0,1994-09-25
57,8,A,rvrp6@cunb.edu,1,1,5.68877626963058,5.26503345564106,4.92074511487135,6.5422835834989,6.11854076950938,5.77425242873967,0,1995-06-26
57,8,A,jqx4h@cunb.edu,1,1,5.37528987717368,6.46624784939476,4.9050908244636,6.42303350688103,7.51399147910211,5.95283445417094,0,1995-07-10
57,8,A,7tozl@cunb.edu,1,1,8.0173444417616,8.80799164626129,8.0318956757275,9.14851517306797,9.93916237756766,9.16306640703387,0,1994-09-13
57,8,A,shk1n@cunb.edu,1,2,8.3467499847417,6.89552453354794,7.30004556950975,8.23413053267399,6.78290508148024,7.18742611744204,0,1995-01-22
57,8,A,vdprb@cunb.edu,1,1,8.28372032333953,8.00225864582551,9.20728956161854,8.23526475207569,7.95380307456167,9.1588339903547,0,1995-03-14
57,8,A,bxodm@cunb.edu,1,1,2.95539103206289,2.74355129282964,3.69814887074796,1.66025998436039,1.44842024512713,2.40301782304545,0,1995-01-20
57,8,A,kyfid@cunb.edu,1,2,8.60137210731034,9.08157121474494,7.74882609388431,9.50677813958321,9.98697724701781,8.65423212615718,0,1995-05-30
57,8,A,ura1l@cunb.edu,1,1,6.12546355050261,6.35932837013359,7.02464013738761,5.30635835411429,5.54022317374527,6.20553494099929,0,1995-05-07
57,8,A,mptu7@cunb.edu,1,1,4.96356357913205,4.14684363780284,5.32814422342667,4.33321614436951,3.5164962030403,4.69779678866413,0,1994-12-03
57,8,A,8vnez@cunb.edu,1,1,6.6122599191274,6.57040631522047,7.02849870019215,7.31853758954505,7.27668398563812,7.7347763706098,0,1994-10-21
57,8,A,hltpv@cunb.edu,1,2,3.12270532257745,3.48466967593769,2.96800229361171,2.78500408779308,3.14696844115332,2.63030105882734,0,1995-05-12
57,8,A,tvmfs@cunb.edu,2,1,6.31140010911572,6.22674326845976,6.23668144844073,5.41330243480361,5.32864559414766,5.33858377412862,0,1994-10-30
57,8,A,3useb@cunb.edu,1,1,7.75089912600362,8.84808909259284,8.32281923545072,7.71084631213077,8.80803627871999,8.28276642157786,0,1995-04-02
57,8,A,p3n6v@cunb.edu,1,2,7.3869513908177,7.52607186853507,7.10388849412644,9.56752541336316,9.70664589108053,9.2844625166719,0,1994-09-14
57,8,B,bwtyl@cunb.edu,1,1,7.52963045246051,6.83426809643479,6.66233513324605,7.92758023226316,7.23221787623743,,0,1995-05-01
57,8,B,hahcj@cunb.edu,1,1,6.65489463702322,5.087082224046,5.17007742038474,7.37090927754755,5.80309686457034,5.88609206090908,0,1994-10-04
57,8,B,4a5ft@cunb.edu,1,1,4.14236300542913,4.31854334624447,5.35110144840516,4.70189930937692,4.87807965019225,5.91063775235295,0,1994-10-11
57,8,B,iuikh@cunb.edu,1,1,6.24098477336678,6.18963110224444,7.07355821375835,4.32036323204827,4.26900956092592,5.15293667243984,0,1995-06-19
57,8,B,mv9gy@cunb.edu,1,1,7.25336642620714,6.99753580718862,6.79532127977909,7.03153426196254,6.77570364294401,6.57348911553449,0,1995-07-22
57,8,B,83s44@cunb.edu,1,2,6.33369882216112,6.20166182794974,5.67327462087752,7.53635775365123,7.40432075943986,6.87593355236763,0,1995-04-13
57,8,B,gtvmk@cunb.edu,1,1,7.95459634149999,7.41469423370988,7.0367282278891,7.5054262302991,6.96552412250899,6.58755811668821,0,1994.09.08
57,8,B,b50zu@cunb.edu,1,1,7.04166027008142,7.58333651291724,7.65681589151319,7.70256307425779,8.24423931709361,8.31771869568956,0,1995-06-19
57,8,B,dlj4h@cunb.edu,1,1,6.40796351717695,6.08485100936054,6.45017030933782,5.68776291214331,5.3646504043269,5.72996970430418,0,1994-11-15
57,8,B,em7t6@cunb.edu,2,2,5.54934043787795,5.57985897712785,6.23991736282038,4.62879535717901,4.65931389642891,5.31937228212144,0,1995-01-03
57,8,B,nk807@cunb.edu,1,1,7.90244371356597,6.26946929987675,7.68374628765663,7.67407375034882,6.0410993366596,7.45537632443948,0,1995-05-07
57,8,B,owg6w@cunb.edu,1,1,5.5479787230387,5.10348205975142,5.54580897566747,7.08337924259643,6.63888257930915,7.0812094952252,0,1994-11-18
57,8,B,xp9hs@cunb.edu,2,2,6.56229887252805,7.122790696585,6.73925914757085,7.09002753543936,7.65051935949631,7.26698781048216,0,1995-01-11
57,8,B,nie30@cunb.edu,1,1,7.6376071751412,8.10518488123231,7.64210842245408,5.89248455081513,6.36006225690623,5.896985798128,0,1994-09-16
57,8,B,g4wdg@cunb.edu,1,1,7.06027235355501,6.45220142402028,6.47947415788,5.74034639353111,5.13227546399638,5.1595481978561,0,1994-11-15
57,8,B,cqmgj@cunb.edu,1,1,7.96950384774573,7.27609364628189,7.20824718927361,9.32355574456645,8.6301455431026,8.56229908609433,0,1994-12-09
57,8,B,2xnzu@cunb.edu,1,1,4.46349554883971,4.38631891415178,4.04995122321605,3.18559959816673,3.1084229634788,2.77205527254307,0,1995-02-06
57,8,C,ss2a2@cunb.edu,1,1,6.31419388012551,6.59046330483221,6.92359823448174,6.07185718193644,6.34812660664314,6.68126153629267,1,1994-12-31
57,8,C,bi2wb@cunb.edu,1,1,8.23368398451161,7.69259116916832,8.31491436694663,8.66602375183933,8.12493093649604,8.74725413427436,1,1995-03-21
57,8,C,yxxfv@cunb.edu,1,1,8.6312801750918,8.39075208842578,8.12486962057474,10.0,10.0,10.0,1,1995-06-03
57,8,C,aaek4@cunb.edu,1,1,8.93015626617135,7.49981333533661,8.8553857820517,9.03607811823033,7.60573518739559,8.96130763411068,1,1995-08-19
57,8,C,59xiw@cunb.edu,2,1,6.3522890672804,6.7921389608429,6.72801065927084,8.47584989097967,8.91569978454217,8.85157148297011,1,1995-01-29
57,8,D,gcplz@cunb.edu,1,1,7.95862441242348,6.91211891558628,8.16666115133699,7.88256524412836,6.83605974729116,8.09060198304187,0,1995-06-24
57,8,D,xaihs@cunb.edu,1,1,6.59031338770813,7.44508467116332,7.28389357696226,6.9720200811533,7.82679136460849,7.66560027040743,0,1994-12-24
57,8,D,idali@cunb.edu,2,1,4.86107839943804,6.22905138108842,5.19434110840745,3.15493997782732,4.5229129594777,3.48820268679674,0,1994-10-05
57,8,D,jvdhy@cunb.edu,1,1,2.58838332218227,3.46575788275447,2.79579500814077,4.3219776887706,5.19935224934281,4.52938937472911,0,1995-07-15
57,8,D,bpjfb@cunb.edu,2,1,8.20387452980476,8.20168544165763,8.08916477253633,9.77733030848453,9.77514122033739,9.6626205512161,0,1995-03-22
57,8,D,4dqcj@cunb.edu,1,2,7.41700521452345,7.18799461672075,6.48226784370832,7.87462605072243,7.64561545291973,6.9398886799073,0,1995-05-16
57,8,D,svjfm@cunb.edu,1,1,5.89050692086943,6.78529814910047,6.27364868391209,4.79366099752752,5.68845222575857,5.17680276057018,0,1995-04-23
57,8,D,7gi7w@cunb.edu,2,1,7.90544773957431,8.06213040503412,7.01523875671178,8.87422307439398,9.03090573985379,7.98401409153145,0,1995-07-17
57,8,D,ehzsl@cunb.edu,1,2,7.34401376476729,8.81287033274987,6.88793634740853,7.56330784946616,9.03216441744875,7.10723043210741,0,1995-03-18
57,8,D,uetgi@cunb.edu,2,1,5.31578050862638,6.67888401291905,7.11076016520722,5.82220039470045,7.18530389899311,7.61718005128128,0,1995-08-03
57,6,C,hxddv@cunb.edu,1,1,8.47860051245043,9.39789667558471,9.2204030949677,9.31032918844866,10.0,10.0,1,1997-08-14
60,6,A,gjkjn@cunb.edu,1,1,6.89513637723171,7.6778599274508,6.56836330370747,7.68062387719398,8.46334742741307,7.35385080366974,1,1996-11-04
60,6,A,s23zr@cunb.edu,1,1,7.46900336092692,8.62779072739538,7.15463168893364,6.77822541452043,7.93701278098889,6.46385374252714,1,1996-09-07
60,6,A,xtycv@cunb.edu,1,2,4.40220922003775,4.20744161871536,5.46162711880444,5.15903828663177,4.96427068530939,99999.0,1,1996-10-09
60,6,A,atqc6@cunb.edu,1,2,4.47173352941891,4.42037108896321,4.88844927756137,4.35891495131977,4.30755251086407,4.77563069946222,1,1997-03-29
60,6,A,eojdp@cunb.edu,2,1,7.71309173342499,6.95109276522609,8.25486147126841,7.34639999786776,6.58440102966886,7.88816973571118,1,1997-04-02
60,6,B,pcowa@cunb.edu,1,2,8.46159157107582,9.17013685029929,8.40634842307304,8.94078443911374,9.64932971833722,8.88554129111097,0,1997-05-18
60,6,B,6xg3k@cunb.edu,1,1,9.03473979499607,9.58040527565821,7.84735450413494,8.23352152555261,8.77918700621475,7.04613623469148,0,1997-06-23
60,6,B,nv6km@cunb.edu,1,1,6.40663100114863,5.6095037547576,6.1459594437557,6.96317133337529,6.16604408698426,6.70249977598236,0,1997-01-04
60,6,B,e6xlr@cunb.edu,1,1,4.3928820605939,5.83870825763696,5.20550502497607,4.56576831828651,6.01159451532958,5.37839128266869,0,1997-05-02
60,6,B,slhmg@cunb.edu,1,1,3.43771203623473,3.02177573616936,3.73455761016666,2.90650036977137,2.490564069706,3.2033459437033,0,1996-11-28
60,6,B,8k652@cunb.edu,2,1,2.57652489991767,4.1641053707516,3.13106191355643,1.78817585200445,3.37575632283837,2.34271286564321,0,1996-10-06
60,6,B,g4rhv@cunb.edu,1,1,5.71437679967037,5.29973550317934,6.27538555292538,5.69630110775148,5.28165981126045,6.25730986100649,0,1997-07-10
60,6,B,hwowo@cunb.edu,1,1,2.59489969113343,2.22244557640948,2.94181878674277,1.88452594705067,1.51207183232672,2.23144504266001,0,1996-09-07
60,6,B,b3qrn@cunb.edu,1,1,8.36215652000631,7.80833373345906,8.42808949189732,8.81224474060761,8.25842195406037,8.87817771249862,0,1997-08-13
60,6,B,fci3s@cunb.edu,2,2,8.32953708007811,7.3990814368601,7.24544960394381,7.86876773744333,6.93831209422532,6.78468026130903,0,1996-09-28
60,6,B,pczfr@cunb.edu,1,1,7.81866127899569,8.24726087827888,8.77669925610256,9.00236277575328,9.43096237503647,9.96040075286015,0,1997-07-09
60,6,B,veeu4@cunb.edu,1,1,8.12047307310913,7.8453233654267,8.37825299497981,8.01351977797031,7.73837007028788,8.27129969984099,0,1997-02-05
60,6,C,cnhs4@cunb.edu,1,1,6.87779330335893,6.68642272021957,5.379063198011,6.47926019702294,6.28788961388358,4.980530091675,1,1996-12-01
60,6,C,pmeiz@cunb.edu,2,2,6.871347610825,7.9548880890806,7.20183384323984,10.0,10.0,99999.0,1,1997-06-19
60,6,C,csfsa@cunb.edu,1,1,9.29466053397913,8.92687558682222,8.88907304891903,9.64920429627311,9.28141934911621,9.24361681121302,1,1997-02-08
60,6,C,y9ux1@cunb.edu,1,1,6.10692011423917,6.5001618447578,5.73381695010276,5.20525587091486,5.5984976014335,4.83215270677845,1,1997-04-16
60,6,C,ckwhe@cunb.edu,1,2,4.25097350744793,4.83215339171031,4.59108222291136,6.59765035366047,7.17883023792285,6.9377590691239,1,1996-12-23
60,6,C,8dp2b@cunb.edu,1,1,6.33071233425654,6.02327357698597,5.87757028686248,6.00681251710966,5.69937375983909,5.5536704697156,1,1996-11-20
60,6,C,azdi3@cunb.edu,1,2,5.73602837973304,5.47358148961358,6.57934729193367,5.48388813459833,5.22144124447887,6.32720704679896,1,1997-02-27
60,6,C,j5dtv@cunb.edu,2,1,5.04781157526878,4.17780310198424,5.62273200418559,6.48521409363658,5.61520562035203,7.06013452255339,1,1996-12-06
